Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1966","1966","kg/ha","494.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1967","1967","kg/ha","494.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1968","1968","kg/ha","494.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1969","1969","kg/ha","452.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1970","1970","kg/ha","452.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1971","1971","kg/ha","452.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1972","1972","kg/ha","432.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1973","1973","kg/ha","432.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1974","1974","kg/ha","432.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1975","1975","kg/ha","436.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1976","1976","kg/ha","467.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1977","1977","kg/ha","615","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1978","1978","kg/ha","503.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1979","1979","kg/ha","508.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1980","1980","kg/ha","569.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1981","1981","kg/ha","593.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1982","1982","kg/ha","500.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1983","1983","kg/ha","640","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1984","1984","kg/ha","605.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1985","1985","kg/ha","526.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1986","1986","kg/ha","532","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1987","1987","kg/ha","462.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1988","1988","kg/ha","544.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1989","1989","kg/ha","396","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1990","1990","kg/ha","591.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1991","1991","kg/ha","479.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1992","1992","kg/ha","465.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1993","1993","kg/ha","474.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1994","1994","kg/ha","428","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1995","1995","kg/ha","427","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1996","1996","kg/ha","448","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1997","1997","kg/ha","511.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1998","1998","kg/ha","503.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","1999","1999","kg/ha","524.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2000","2000","kg/ha","483.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2001","2001","kg/ha","572.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2002","2002","kg/ha","566.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2003","2003","kg/ha","405.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2004","2004","kg/ha","673.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2005","2005","kg/ha","619.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2006","2006","kg/ha","605","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2007","2007","kg/ha","585.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2008","2008","kg/ha","633.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2009","2009","kg/ha","548.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2010","2010","kg/ha","570.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2011","2011","kg/ha","819.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2012","2012","kg/ha","854.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2013","2013","kg/ha","857.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2014","2014","kg/ha","659.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2015","2015","kg/ha","680.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2016","2016","kg/ha","830.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2017","2017","kg/ha","989","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2018","2018","kg/ha","961","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2019","2019","kg/ha","912.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2020","2020","kg/ha","928.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2021","2021","kg/ha","998.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","kg/ha","945.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2023","2023","kg/ha","980.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2024","2024","kg/ha","992.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1961","1961","kg/ha","4157.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1962","1962","kg/ha","4155.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1963","1963","kg/ha","4154.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1964","1964","kg/ha","4150.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1965","1965","kg/ha","4147.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1966","1966","kg/ha","4148.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1967","1967","kg/ha","4150.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1968","1968","kg/ha","4147.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1969","1969","kg/ha","4144.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1970","1970","kg/ha","4146.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1971","1971","kg/ha","4150.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1972","1972","kg/ha","4727.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1973","1973","kg/ha","5088.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1974","1974","kg/ha","5456.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1975","1975","kg/ha","4408","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1976","1976","kg/ha","4149.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1977","1977","kg/ha","4139.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1978","1978","kg/ha","4338.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1979","1979","kg/ha","5078","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1980","1980","kg/ha","4737.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1981","1981","kg/ha","5632.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1982","1982","kg/ha","6029.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1983","1983","kg/ha","5977.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1984","1984","kg/ha","5977.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1985","1985","kg/ha","5977.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1986","1986","kg/ha","7624.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1987","1987","kg/ha","4831.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1988","1988","kg/ha","5377.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1989","1989","kg/ha","5808","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1990","1990","kg/ha","5843.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1991","1991","kg/ha","6068","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1992","1992","kg/ha","5899.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1993","1993","kg/ha","6108.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1994","1994","kg/ha","6500","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1995","1995","kg/ha","5714.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1996","1996","kg/ha","5579.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1997","1997","kg/ha","5875.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1998","1998","kg/ha","5800.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","1999","1999","kg/ha","5974","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2000","2000","kg/ha","4565.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2001","2001","kg/ha","5125","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2002","2002","kg/ha","4833.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2003","2003","kg/ha","5880","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2004","2004","kg/ha","7562.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2005","2005","kg/ha","7537.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2006","2006","kg/ha","8005.3","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2007","2007","kg/ha","6444.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2008","2008","kg/ha","7579.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2009","2009","kg/ha","7244.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2010","2010","kg/ha","6282.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2011","2011","kg/ha","10000","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2012","2012","kg/ha","6845","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2013","2013","kg/ha","6137.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2014","2014","kg/ha","7978.8","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2015","2015","kg/ha","6689.7","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2016","2016","kg/ha","9101.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2017","2017","kg/ha","7426.2","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2018","2018","kg/ha","7730.9","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2019","2019","kg/ha","7519.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2020","2020","kg/ha","9077.4","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2021","2021","kg/ha","7271.6","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2022","2022","kg/ha","8219","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2023","2023","kg/ha","9460.5","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01341","Apples","2024","2024","kg/ha","8634.1","A","Official value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1961","1961","kg/ha","2758.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1962","1962","kg/ha","3074.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1963","1963","kg/ha","3035.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1964","1964","kg/ha","3034.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1965","1965","kg/ha","3066.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1966","1966","kg/ha","3064.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1967","1967","kg/ha","3062.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1968","1968","kg/ha","3029.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1969","1969","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1970","1970","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1971","1971","kg/ha","3142.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1972","1972","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1973","1973","kg/ha","3055.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1974","1974","kg/ha","3026.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1975","1975","kg/ha","3166.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1976","1976","kg/ha","3030.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1977","1977","kg/ha","2963","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1978","1978","kg/ha","2963","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1979","1979","kg/ha","2916.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1980","1980","kg/ha","3250","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1981","1981","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1982","1982","kg/ha","2941.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1983","1983","kg/ha","2894.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1984","1984","kg/ha","2941.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1985","1985","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1986","1986","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1987","1987","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1988","1988","kg/ha","2900","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1989","1989","kg/ha","2941.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1990","1990","kg/ha","3000","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1991","1991","kg/ha","2952.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1992","1992","kg/ha","2954.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1993","1993","kg/ha","2956.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1994","1994","kg/ha","2916.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1995","1995","kg/ha","2897.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1996","1996","kg/ha","2896.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1997","1997","kg/ha","2887.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1998","1998","kg/ha","2877.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","1999","1999","kg/ha","2866.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2000","2000","kg/ha","2856.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2001","2001","kg/ha","2846","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2002","2002","kg/ha","2835.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2003","2003","kg/ha","2825.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2004","2004","kg/ha","2820.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2005","2005","kg/ha","2821.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2006","2006","kg/ha","2822.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2007","2007","kg/ha","2824","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2008","2008","kg/ha","2825.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2009","2009","kg/ha","2826.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2010","2010","kg/ha","2827.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2011","2011","kg/ha","2828.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2012","2012","kg/ha","2829.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2013","2013","kg/ha","2831","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2014","2014","kg/ha","2823.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2015","2015","kg/ha","2814.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2016","2016","kg/ha","2818.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2017","2017","kg/ha","2826","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2018","2018","kg/ha","2825.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2019","2019","kg/ha","2825.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2020","2020","kg/ha","2825.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2021","2021","kg/ha","2825.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2022","2022","kg/ha","2825.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2023","2023","kg/ha","2825.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01343","Apricots","2024","2024","kg/ha","2825.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01379.01","Areca nuts","1961","1961","kg/ha","888.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01379.01","Areca nuts","1962","1962","kg/ha","888.9","E","Estimated value",""
